ID_mother,m_rec_meth,m_study1_part,m_part_round,m_partner_completed,partner_ID_mother,m_study2_survey,m_fWHR_ben,m_fWHR_mad,m_expression_not_neutral,m_angled_face,m_obstructed_face,m_useable_for_ratings,m_photo_resubmission,m_sex,m_ethnicity,m_nationality,m_age,m_age_first_bio_child,m_sex_first_bio_child,m_num_bio_child,m_has_adopted_child,m_ppp_adjusted_income_usd,m_ISCO.08_code,m_ISEI.08_occ_status,m_SSS,m_SR_dom_cheng,m_PR_dom_cheng,m_SR_pres_cheng,m_PR_pres_cheng,m_SAT,m_IPIP_dom,m_intra_comp,m_ind_agg_full,m_ind_agg_soc_excl,m_ind_agg_mal_hum,m_ind_agg_guilt,m_photo_method,m_facial_dominance,m_facial_masculinityfemininity,m_facial_attractiveness,m_fWHR,ID_father,f_rec_meth,f_study1_part,f_part_round,f_partner_completed,f_study2_survey,f_fWHR_ben,f_fWHR_mad,f_expression_not_neutral,f_angled_face,f_obstructed_face,f_useable_for_ratings,f_photo_resubmission,f_sex,f_ethnicity,f_nationality,f_age,f_age_first_bio_child,f_sex_first_bio_child,f_num_bio_child,f_has_adopted_child,f_ppp_adjusted_income_usd,f_ISCO.08_code,f_ISEI.08_occ_status,f_SSS,f_SR_dom_cheng,f_PR_dom_cheng,f_SR_pres_cheng,f_PR_pres_cheng,f_SAT,f_IPIP_dom,f_intra_comp,f_ind_agg_full,f_ind_agg_soc_excl,f_ind_agg_mal_hum,f_ind_agg_guilt,f_photo_method,f_facial_dominance,f_facial_masculinityfemininity,f_facial_attractiveness,f_fWHR,shared_child_sex,shared_child_age
4675658243,prolific,3,1,1,384469427,4,1.598,1.627,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,30,5,male,1,no,35928.14371,1223,81.92,40,2,1.555555556,4.666666667,6.666666667,1,23,1,25,10,9,6,phone,3.394736842,2.552631579,4.105263158,1.6125,384469427,prolific,2,2,1,3,NA,NA,neutral,0,1,1,no_resubmission,male,White/Caucasian,United Kingdom,50,5,male,1,no,134730.5389,1219,68.54,60,2.5,1.888888889,6.222222222,5.666666667,7,33,1.916666667,26,10,9,7,computer,4.081081081,4.216216216,2.378378378,NA,1,5
4694712321,prolific,2,4,1,9378962207,NA,NA,NA,not_neutral,1,1,1,no_resubmission,female,White/Caucasian,Portugal,47,3,female,1,no,36630.03663,3343,54.55,50,2.75,2.111111111,4.333333333,3.333333333,0,23,4.25,34,11,12,11,phone,3.338028169,2.338028169,3.943661972,NA,9378962207,prolific,2,4,1,NA,1.785,1.745,not_neutral,0,0,1,no_resubmission,male,White/Caucasian,Portugal,39,3,female,1,no,54945.05495,5412,51.5,51,3.75,4.444444444,3.222222222,4.333333333,1,40,3.083333333,26,10,9,7,phone,3.578947368,5.052631579,3.210526316,1.765,0,3
4768181077,prolific,2,1,1,6305746175,2,2.055,1.955,neutral,0,0,1,had_resubmission,female,African,Zimbabwe,36,7,male,2,no,NA,3313,55.25,57,3.75,5,5.222222222,4.333333333,5,30,3.583333333,57,20,20,17,computer,4.27027027,3.72972973,2.297297297,2.005,6305746175,prolific,2,1,1,1,2.138,2.011,neutral,0,0,1,no_resubmission,male,African,Zimbabwe,39,8,male,2,no,NA,2330,82.41,65,5,3.111111111,4.555555556,5.888888889,2,39,3.333333,34,12,11,11,computer,5.325,6.35,3.025,2.0745,1,7
4851916341,prolific,2,2,1,7083463297,4,1.613,1.608,neutral,0,0,1,no_resubmission,female,African,South Africa,27,7,male,3,no,2353.278806,6111,11.56,56,3.375,2.555555556,5.888888889,5.888888889,2,28,1.916666667,36,15,10,11,phone,3.394736842,3.578947368,2.868421053,1.6105,7083463297,prolific,3,3,1,NA,2.031,2.059,not_neutral,0,0,1,no_resubmission,male,African,South Africa,27,8,male,3,no,37308.07863,3342,57.99,54,3.625,3.666666667,5.111111111,4,3,38,1.083333333,25,10,9,6,phone,3.447368421,4.315789474,3,2.045,1,7
4948670970,prolific,3,1,1,3604863696,4,1.489,1.473,neutral,0,0,1,no_resubmission,female,White/Caucasian,Italy,36,5,female,2,no,NA,1349,65.01,70,2.375,2.777777778,5.555555556,5.333333333,1,19,3.083333333,33,14,11,8,phone,3.894736842,4.052631579,2.684210526,1.481,3604863696,prolific,2,2,1,1,1.602,1.631,neutral,0,0,1,no_resubmission,male,White/Caucasian,Italy,37,5,female,2,no,NA,2166,79.74,60,3.25,2.222222222,4.111111111,6.555555556,0,35,2.5,40,19,12,9,computer,3.05,4.475,2.35,1.6165,0,5
4995859580,prolific,2,1,1,7077731758,2,1.523,1.512,neutral,0,0,1,no_resubmission,female,East Asian,United States,34,6,male,2,no,47000,5321,26.64,50,2.75,3.111111111,4.555555556,4,1,26,3.166666667,26,10,9,7,phone,2.783783784,2.486486486,3.324324324,1.5175,7077731758,prolific,2,1,1,1,1.577,1.627,neutral,0,0,1,no_resubmission,male,East Asian,United States,37,6,male,2,no,96000,2142,81.4,50,2.625,3.111111111,5,3.888888889,0,29,2.166667,28,10,11,7,phone,4.125,5.825,1.775,1.602,1,6
5126824685,prolific,2,2,1,4001832713,2,1.646,1.651,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,33,4,male,2,no,47904.19162,1330,78.86,65,1,2.444444444,4.111111111,5.888888889,0,26,1.25,25,10,9,6,phone,4.513513514,3.648648649,3.027027027,1.6485,4001832713,prolific,3,1,1,3,1.535,1.448,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,39,4,male,2,no,46407.18563,2143,79.05,50,3,2.222222222,4.111111111,4.777777778,1,25,3.166666667,31,11,10,10,phone,3.054054054,4.459459459,2.189189189,1.4915,1,4
5153478265,prolific,2,4,1,7120726324,NA,1.676,1.61,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,33,5,female,3,no,0,5152,32.2,32,1,3.333333333,4.222222222,4,2,16,1.833333333,28,10,11,7,phone,4.028169014,2.971830986,3.408450704,1.643,7120726324,prolific,2,4,1,NA,1.534,1.537,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,48,5,female,3,no,74850.2994,2144,77.1,56,4.125,4.333333333,4.666666667,6.777777778,3,34,2.75,31,11,10,10,phone,4.368421053,5.618421053,2.5,1.5355,0,5
5157247237,prolific,2,2,1,8053654301,2,1.744,1.764,neutral,0,0,1,had_resubmission,female,White/Caucasian,United Kingdom,33,1,female,1,no,61377.24551,2120,81.78,50,1.5,1.888888889,5.777777778,6.222222222,1,25,1,27,10,11,6,computer,2.594594595,3.486486486,2.054054054,1.754,8053654301,prolific,2,1,1,1,1.734,1.658,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,39,1,female,1,no,8982.035928,5223,28.48,55,2.625,1.222222222,5,6,1,18,2.083333,25,10,9,6,phone,2.7,4.9,2.15,1.696,0,1
5416248250,prolific,2,2,1,8630106089,4,1.838,1.831,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,33,4,male,2,no,NA,3240,24.79,35,3.875,2.222222222,4.444444444,4.111111111,1,23,2.583333333,34,11,16,7,phone,3.578947368,3.710526316,2.657894737,1.8345,8630106089,prolific,3,1,1,1,1.861,1.861,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,43,4,male,2,no,37425.1497,7411,36.35,50,1.375,1.444444444,5.666666667,4.777777778,6,27,1.166666667,25,10,9,6,phone,4.3,5.725,2.175,1.861,1,4
5422341384,prolific,2,5,1,9174488770,NA,NA,NA,not_neutral,1,0,1,no_resubmission,female,African,South Africa,32,9,male,1,no,0,3342,57.99,27,2.375,2.111111111,4.666666667,3.888888889,5,13,1,26,11,9,6,computer,4.070422535,1.887323944,4.746478873,NA,9174488770,prolific,3,2,1,NA,NA,NA,neutral,1,0,1,no_resubmission,male,African,South Africa,32,6,female,1,no,717.4630507,7422,36.92,4,3.625,2.555555556,3.444444444,5.777777778,2,31,4.5,78,29,20,29,phone,4.223684211,5.25,4.486842105,NA,NA,NA
5562163601,prolific,2,2,1,3204428659,4,NA,NA,not_neutral,0,1,1,no_resubmission,female,White/Caucasian,United Kingdom,25,3,female,2,no,19461.07784,5152,32.2,28,2,1.444444444,3.111111111,3.888888889,1,21,1.916666667,29,11,10,8,phone,4.657894737,1.973684211,5.184210526,NA,3204428659,prolific,3,1,1,3,1.561,1.583,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,28,3,female,2,no,32185.62874,7422,36.92,39,1.875,1.333333333,3.444444444,3.666666667,0,26,2.75,26,10,10,6,phone,3.459459459,5.297297297,3.648648649,1.572,0,3
5575953859,prolific,3,1,1,1204425754,4,1.703,1.745,neutral,0,0,1,no_resubmission,female,Black/African_American,United Kingdom,37,2,male,1,no,53892.21557,2431,73.91,49,1.625,2.777777778,4.888888889,5.333333333,3,13,1,25,10,9,6,computer,4.263157895,5.105263158,2.631578947,1.724,1204425754,prolific,2,2,1,1,1.587,1.613,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,42,1,male,1,no,37425.1497,9333,17.69,60,1.375,0.888888889,4.333333333,5.222222222,1,21,1.833333333,29,10,11,8,phone,3.575,5.075,2.175,1.6,1,1
5739615380,prolific,2,2,1,1843263006,2,1.901,1.78,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,27,4,female,2,no,19461.07784,5311,24.98,34,3.375,2.888888889,4.666666667,5.444444444,1,29,1.416666667,29,11,10,8,phone,4.405405405,1.621621622,4.324324324,1.8405,1843263006,prolific,3,1,1,1,1.686,1.739,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,29,4,female,2,no,97305.38922,1323,59.89,50,4.125,3.444444444,6,4.666666667,7,37,1,29,13,10,6,phone,3.65,5.1,2.45,1.7125,0,4
5799549890,prolific,3,2,1,8837726085,NA,NA,NA,not_neutral,1,1,1,no_resubmission,female,South Asian,United Kingdom,32,5,male,3,no,8982.035928,2359,66.42,66,2.625,0.888888889,5.777777778,6.333333333,6,18,1.666666667,27,11,9,7,phone,3.577464789,1.957746479,4.774647887,NA,8837726085,prolific,2,4,1,NA,1.872,1.824,neutral,0,0,1,no_resubmission,male,South Asian,United Kingdom,36,5,male,3,no,59880.23952,2511,74.66,49,1.75,1.555555556,5.888888889,6.333333333,1,21,1.166666667,31,11,13,7,phone,4.960526316,6,2.657894737,1.848,1,5
5863710265,prolific,2,4,1,2678987989,NA,1.648,1.76,neutral,0,0,1,had_resubmission,female,White/Caucasian,United Kingdom,34,7,male,2,no,35928.14371,4312,57.38,62,3.125,2.777777778,3.555555556,4.888888889,0,27,2.416666667,27,10,9,8,phone,3.746478873,3.873239437,2.309859155,1.704,2678987989,prolific,3,2,1,NA,1.747,1.724,neutral,0,0,1,had_resubmission,male,White/Caucasian,United Kingdom,34,7,male,2,no,37425.1497,1211,73.38,57,3.25,3.444444444,3.444444444,5,0,28,2.666666667,31,11,11,9,phone,5.295774648,6.38028169,3.323943662,1.7355,1,7
6010137078,prolific,2,2,1,6944937101,2,1.837,1.894,neutral,0,0,1,no_resubmission,female,East Asian,United Kingdom,38,4,male,1,no,59880.23952,2511,74.66,59,3.25,2.888888889,4.888888889,5.666666667,2,30,1.833333333,30,12,10,8,computer,4.378378378,3.324324324,3.162162162,1.8655,6944937101,prolific,3,1,1,1,1.553,1.602,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,40,4,female,1,no,59880.23952,8322,30.34,55,2.375,2.777777778,4.222222222,4.555555556,1,25,1.666666667,29,10,9,10,NA,3.8,4.925,2.45,1.5775,NA,NA
6104553819,prolific,2,1,1,4091799140,2,1.524,1.536,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,36,3,male,1,no,29191.61677,2635,70.5,65,2.375,2.222222222,5.111111111,5.333333333,0,16,1.666666667,27,10,10,7,phone,3.621621622,3.054054054,2.621621622,1.53,4091799140,prolific,3,1,1,3,1.754,1.718,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,35,3,male,1,no,32934.13174,2221,68.7,42,3.125,2,5.111111111,5.444444444,0,26,1.083333333,27,11,10,6,phone,4.945945946,5.918918919,3.162162162,1.736,1,3
6130912297,prolific,3,1,1,6446234668,4,1.884,1.956,neutral,0,0,1,no_resubmission,female,Black/African_American,United Kingdom,33,3,female,2,no,38173.65269,4416,42.3,45,4.375,3.111111111,4.888888889,4.888888889,3,27,1.25,26,10,10,6,computer,4.894736842,1.605263158,5.921052632,1.92,6446234668,prolific,2,1,1,1,1.717,1.741,neutral,0,0,1,no_resubmission,male,Caribbean,United Kingdom,39,3,female,2,no,41167.66467,1324,58.07,51,4.875,3.777777778,5.444444444,5.333333333,2,35,1.083333,25,10,9,6,phone,5.325,6.05,4.2,1.729,0,3
6151346558,prolific,3,1,1,3106339366,4,NA,NA,neutral,0,1,1,no_resubmission,female,African,South Africa,29,5,male,2,no,3443.822643,2341,76.49,59,1.75,1.777777778,6.333333333,4.222222222,3,30,2.833333333,54,25,16,13,phone,3.973684211,2.710526316,3.868421053,NA,3106339366,prolific,2,1,1,1,1.861,1.855,neutral,0,0,1,no_resubmission,male,African,South Africa,33,5,male,2,no,100444.8271,2423,68.55,60,1.625,2.333333333,4.222222222,6,5,18,1.333333,25,10,9,6,computer,3.875,4.7,3.15,1.858,1,5
6155760106,prolific,2,1,1,6442069158,2,2.037,1.963,neutral,0,0,1,had_resubmission,female,African,Zimbabwe,34,3,female,2,no,30.95812295,2511,74.66,50,1.375,1.222222222,6.222222222,6.111111111,4,20,1.916666667,29,10,9,10,computer,4.324324324,5.081081081,3.162162162,2,6442069158,prolific,2,2,1,1,1.921,1.866,not_neutral,0,0,1,no_resubmission,male,African,Zimbabwe,38,3,female,2,no,NA,2411,76.65,50,1.75,2.111111111,5.888888889,5.333333333,2,18,1,30,10,9,11,computer,4.4,5.4,3.1,1.8935,0,3
6387187148,prolific,2,2,1,265901433,2,1.53,1.514,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,31,2,female,2,no,2994.011976,5152,32.2,44,2.5,1.222222222,2.777777778,4.444444444,1,20,2.166666667,36,13,12,11,phone,3,3.054054054,2.891891892,1.522,265901433,prolific,3,1,1,3,1.521,1.505,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,32,2,female,2,no,37425.1497,3411,57,51,1.125,2.888888889,5.777777778,4.222222222,3,36,1.583333333,30,12,12,6,computer,5.108108108,6.081081081,3.216216216,1.513,0,2
6490492625,prolific,2,2,1,1847253688,4,1.911,1.905,neutral,0,0,1,no_resubmission,female,White/Caucasian,Hungary,41,2,male,1,no,NA,9334,19.66,32,2.25,2.333333333,4.111111111,5.222222222,1,28,1.75,25,10,9,6,phone,4.342105263,2.842105263,3.684210526,1.908,1847253688,prolific,3,1,1,3,1.575,1.567,neutral,0,0,1,had_resubmission,male,White/Caucasian,United Kingdom,44,1,male,1,no,34431.13772,3341,62.13,40,1.625,1.111111111,4.111111111,4.111111111,0,23,1.75,25,10,9,6,phone,4.891891892,5.594594595,3.027027027,1.571,1,1
6518344543,prolific,3,1,1,3395378190,4,1.538,1.531,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,36,6,male,2,no,52395.20958,2341,76.49,60,1.5,3.444444444,4,4.777777778,0,13,1.666666667,28,11,10,7,phone,3.236842105,3.447368421,2.578947368,1.5345,3395378190,prolific,2,2,1,1,1.535,1.51,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,37,6,male,2,no,59880.23952,2144,77.1,60,4.25,4,4.777777778,6,0,33,3.25,46,15,16,15,phone,4.175,5.125,2.975,1.5225,1,6
6717005094,prolific,3,1,1,6121733575,4,1.678,1.647,neutral,0,0,1,no_resubmission,female,White/Caucasian,Portugal,28,3,female,1,no,NA,2631,80.92,65,2.75,3,4.333333333,6.111111111,1,18,2.666666667,27,11,9,7,phone,4.131578947,3.026315789,3.657894737,1.6625,6121733575,prolific,2,1,1,1,1.488,1.496,neutral,0,0,1,had_resubmission,male,White/Caucasian,Portugal,33,3,female,1,no,NA,2151,80.78,66,3.625,2.888888889,6.333333333,6.666666667,1,27,2.166667,33,12,12,9,phone,4.45,5.475,2.475,1.492,0,3
6777166710,prolific,2,1,1,4991481127,2,1.404,1.454,neutral,0,0,1,no_resubmission,female,White/Caucasian,Spain,45,7,female,2,no,52276.55987,3342,57.99,40,2.25,1,4.555555556,3.333333333,1,21,2.083333333,26,11,9,6,computer,3.081081081,2.918918919,2.243243243,1.429,4991481127,prolific,2,1,1,1,1.656,1.643,neutral,0,0,1,had_resubmission,male,White/Caucasian,Italy,46,7,female,2,no,19230.76923,2643,80.92,45,2.375,2.333333333,3.555555556,5,1,31,2.916667,27,10,11,6,phone,4.8,5.4,2.55,1.6495,0,7
6780950253,prolific,3,2,1,2139740106,NA,1.697,1.703,neutral,0,0,1,no_resubmission,female,African,South Africa,22,1,male,1,no,2152.389152,5221,35.34,4,3.625,4,4.777777778,5.333333333,2,30,2.583333333,40,15,12,13,phone,4.507042254,3.492957746,3.633802817,1.7,2139740106,prolific,2,4,1,NA,2.056,1.994,neutral,0,0,1,had_resubmission,male,African,South Africa,34,1,male,1,no,10044.48271,5245,39.04,58,3.875,3,4.333333333,4.888888889,1,39,4.666666667,51,17,19,15,phone,5.315789474,6.065789474,3.486842105,2.025,1,1
6864476971,prolific,3,1,1,7106852307,4,1.528,1.502,neutral,0,0,1,no_resubmission,female,African,South Africa,26,5,male,1,no,17539.38872,2330,82.41,43,7,5.111111111,5.888888889,5,11,48,1.5,42,10,15,17,phone,3.789473684,2.289473684,4.394736842,1.515,7106852307,prolific,2,2,1,1,1.868,1.88,neutral,0,0,1,no_resubmission,male,African,South Africa,32,5,male,1,no,3156.837423,8322,30.34,30,3.5,3.111111111,6.222222222,6.555555556,1,26,2.583333333,30,10,10,10,phone,4.7,5.525,2.35,1.874,1,5
6944884543,prolific,2,2,1,8031094757,2,1.715,1.716,neutral,0,0,1,no_resubmission,female,White/Caucasian,Bulgaria,32,4,male,1,no,NA,2131,80.46,78,2.25,1.333333333,6.444444444,6.444444444,0,27,3.25,26,10,9,7,computer,4.648648649,2.405405405,4.108108108,1.7155,8031094757,prolific,2,1,1,1,1.688,1.718,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,36,4,male,1,no,142215.5689,1211,73.38,71,2.75,2.888888889,6,6.888888889,3,24,2.583333,27,11,9,7,computer,5.125,5.625,2.75,1.703,1,4
6972574599,prolific,3,2,1,2071499224,NA,1.716,1.646,neutral,0,0,1,no_resubmission,female,Mixed,United Kingdom,31,8,female,2,no,NA,5311,24.98,38,2,1.666666667,3.888888889,4.888888889,4,18,1.583333333,31,10,13,8,phone,3.816901408,3.450704225,2.816901408,1.681,2071499224,prolific,2,5,1,NA,1.522,1.56,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,30,8,female,2,no,68862.27545,2521,75.13,51,2.625,2.333333333,4.666666667,6.222222222,2,31,3.666666667,31,12,10,9,phone,3.644736842,5.578947368,2.486842105,1.541,0,8
6991099886,prolific,2,4,1,4841844038,NA,1.523,1.444,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,36,2,female,1,no,34431.13772,2221,68.7,52,2.625,1.555555556,4.111111111,6.111111111,4,24,4.583333333,32,12,13,7,phone,4.295774648,3.014084507,2.85915493,1.4835,4841844038,prolific,3,2,1,NA,1.561,1.566,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,36,7,male,2,no,86826.34731,2149,78.69,50,2.25,2.555555556,2.888888889,5.333333333,0,26,4.833333333,32,10,15,7,phone,4.355263158,5.447368421,2.973684211,1.5635,0,2
7058278715,prolific,2,1,1,1203660160,4,NA,NA,neutral,0,1,1,no_resubmission,female,Black/British,United Kingdom,30,2,male,1,no,35928.14371,2341,76.49,50,2.375,2.666666667,5.777777778,4.555555556,3,24,1.75,30,11,11,8,phone,3.894736842,2.342105263,4.026315789,NA,1203660160,prolific,2,1,1,1,1.522,1.499,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,31,3,female,1,no,104790.4192,1221,71.39,62,3.75,2.444444444,4.444444444,5.777777778,2,35,3.083333,27,11,10,6,phone,3.7,4.925,2.85,1.5105,NA,NA
7094810715,prolific,2,4,1,1789181562,NA,1.717,1.695,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,36,3,male,1,no,127245.509,1221,71.39,60,2.875,1.888888889,5.333333333,6.666666667,7,36,2.083333333,29,11,10,8,phone,3.732394366,2.943661972,3.056338028,1.706,1789181562,prolific,3,2,1,NA,1.845,1.879,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,36,3,male,1,no,23952.09581,2166,79.74,85,3,2.444444444,5.777777778,5.666666667,2,27,2,29,10,9,10,computer,5.223684211,5.684210526,2.947368421,1.862,1,3
7211226671,prolific,2,2,1,3041881707,4,NA,NA,neutral,0,1,1,no_resubmission,female,Latino/Hispanic,United States,29,5,male,1,no,20000,5312,24.98,17,4.625,3.777777778,5,5.444444444,4,36,3.25,31,12,10,9,phone,4.184210526,2.052631579,4.894736842,NA,3041881707,prolific,3,1,1,NA,1.877,1.849,neutral,0,0,0,no_resubmission,male,Latino/Hispanic,United States,29,5,male,1,no,NA,3333,60.44,51,4.125,3.444444444,5.333333333,5.333333333,3,37,3.25,31,12,11,8,phone,4.828947368,6.052631579,2.828947368,1.863,1,5
7221258770,prolific,2,2,1,4681933643,2,1.583,1.557,neutral,0,0,1,no_resubmission,female,South Asian,Austria,26,1,male,1,no,NA,5312,24.98,51,2.5,3.777777778,7,5.111111111,4,20,1,29,12,11,6,phone,3.648648649,4.189189189,2.432432432,1.57,4681933643,prolific,3,1,1,3,1.621,1.586,neutral,0,0,1,no_resubmission,male,South East Asian,Pakistan,25,1,male,1,no,NA,4214,50.05,60,3.625,0.888888889,4.777777778,7,1,28,4.25,30,11,10,9,phone,3.567567568,5.027027027,3,1.6035,1,1
7231004224,prolific,2,2,1,1646205452,2,1.67,1.651,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,34,1,female,1,no,37425.1497,2131,80.46,69,2.625,2.111111111,5.555555556,4.666666667,0,35,4.25,26,10,9,7,phone,4.324324324,2.810810811,3.648648649,1.6605,1646205452,prolific,3,3,1,NA,1.514,1.515,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,38,2,female,1,no,85778.44311,2113,83.5,50,3,2,4.888888889,5.666666667,0,46,3.25,27,12,9,6,phone,4.315789474,5.565789474,3.144736842,1.5145,0,1
7411184585,prolific,2,4,1,6887459071,NA,1.686,1.629,neutral,0,0,1,no_resubmission,female,White/Caucasian,Portugal,32,7,female,1,no,27472.52747,3113,51.92,50,2.5,2.888888889,5.333333333,4,2,29,1.666666667,28,11,9,8,phone,3.704225352,3.394366197,3.014084507,1.6575,6887459071,prolific,3,2,1,NA,1.802,1.738,neutral,0,0,1,no_resubmission,male,White/Caucasian,Turkey,33,7,female,1,no,NA,7223,28.7,52,2.25,2.333333333,4,4.888888889,2,31,2.833333333,27,12,9,6,phone,4.236842105,5.315789474,3.605263158,1.77,0,7
7504688552,prolific,2,4,1,8923888133,NA,1.915,1.894,neutral,0,0,1,no_resubmission,female,African,South Africa,27,2,female,1,no,2152.389152,2411,76.65,43,3.125,1.444444444,6.111111111,7,7,18,1,30,11,11,8,phone,3.802816901,3.535211268,3.042253521,1.9045,8923888133,prolific,2,4,1,NA,1.985,1.992,neutral,0,0,1,no_resubmission,male,African,South Africa,30,9,female,3,no,36590.61558,3323,56.35,69,2.75,2.555555556,6.555555556,6.666666667,5,23,1.083333333,27,11,10,6,phone,5.473684211,6.197368421,3.855263158,1.9885,0,2
7540704123,prolific,2,1,1,8740960347,4,1.728,1.734,not_neutral,0,0,1,no_resubmission,female,African,South Africa,28,3,male,2,no,57397.04405,1212,74.79,78,1.375,2,6.111111111,6,3,17,1,25,10,9,6,phone,3.210526316,3.368421053,3.157894737,1.731,8740960347,prolific,3,1,1,1,2.118,2.165,neutral,0,0,1,no_resubmission,male,African,South Africa,37,3,male,3,no,54527.19185,7411,36.35,64,3,2.444444444,4.222222222,6.333333333,3,14,2.166666667,25,10,9,6,phone,3.725,4.9,2.4,2.1415,1,3
7635379305,prolific,2,2,1,8823830107,2,1.716,1.713,neutral,0,0,1,no_resubmission,female,African,Nigeria,37,5,male,2,no,NA,5152,32.2,8,2.25,2.111111111,5.888888889,6.444444444,7,32,1.333333333,27,10,9,8,computer,4.486486486,4.918918919,2.405405405,1.7145,8823830107,prolific,3,1,1,3,1.967,1.939,neutral,0,0,1,no_resubmission,male,African,Nigeria,41,5,male,2,no,NA,2522,75.13,30,2.625,1.444444444,6.222222222,6.333333333,6,24,1.5,36,12,12,12,computer,5.081081081,5.891891892,3,1.953,1,5
7635766385,prolific,3,1,1,2098244374,4,1.586,1.538,neutral,0,0,1,no_resubmission,female,White/Caucasian,United States,35,7,male,2,no,NA,2342,58.77,29,3,1.777777778,4.777777778,6,1,28,2.083333333,44,19,13,12,phone,3.605263158,3.157894737,3.315789474,1.562,2098244374,prolific,2,1,1,3,1.718,1.727,not_neutral,0,0,1,no_resubmission,male,Black/African_American,United States,39,7,male,2,no,NA,7543,43.19,33,3.875,4.555555556,4.666666667,4.444444444,4,42,2.75,44,18,15,11,phone,3.405405405,5.594594595,4.513513514,1.7225,1,7
7710966344,prolific,3,3,1,3297406736,NA,1.602,1.603,neutral,0,0,1,no_resubmission,female,African,South Africa,31,4,female,1,no,22384.84718,3341,62.13,12,3.125,2.444444444,3.777777778,4.888888889,6,34,1,50,18,16,16,phone,3.323943662,3.563380282,2.577464789,1.6025,3297406736,prolific,2,2,1,1,1.769,1.778,neutral,0,0,1,no_resubmission,male,Indian,South Africa,38,3,female,1,no,43047.78304,5412,51.5,50,2.25,3.333333333,5.333333333,5.444444444,1,38,2.916666667,29,11,10,8,phone,3.425,5.225,2.075,1.7735,0,3
7743226034,prolific,2,4,1,3960111095,NA,1.708,1.656,neutral,0,0,1,no_resubmission,female,Black/African_American,South Africa,27,3,male,1,no,67298.03415,2529,75.13,59,2.625,2.222222222,6.222222222,6.333333333,2,18,1,26,10,9,7,computer,3.873239437,3.23943662,3.211267606,1.682,3960111095,prolific,3,2,1,NA,1.836,1.844,neutral,0,0,1,no_resubmission,male,African,South Africa,27,3,male,1,no,NA,2519,74.7,51,2.375,2.666666667,5.888888889,6.111111111,5,23,1,29,11,10,8,phone,4.855263158,5.684210526,3.552631579,1.84,1,3
7805018918,prolific,2,1,1,4414911478,2,1.775,1.782,neutral,0,0,1,no_resubmission,female,African,Zimbabwe,24,2,male,1,no,NA,2611,86.72,50,2.875,1.555555556,5.111111111,6.555555556,9,30,2.083333333,39,15,12,12,phone,3.594594595,3.297297297,3,1.7785,4414911478,prolific,2,1,1,1,1.566,1.553,neutral,0,0,1,no_resubmission,male,African,Zimbabwe,35,2,male,1,no,NA,3122,40.54,55,2.875,2.222222222,6.222222222,5.333333333,8,35,2.416667,50,15,19,16,phone,3.725,4.925,3.05,1.5595,1,2
7842734401,prolific,2,2,1,9441988992,2,1.799,1.765,neutral,0,0,1,no_resubmission,female,White/Caucasian,South Africa,25,4,female,1,no,2152.389152,1219,68.54,53,1,1.666666667,5,6,1,22,1,25,10,9,6,phone,3.810810811,3.108108108,3.27027027,1.782,9441988992,prolific,2,1,1,1,1.709,1.762,neutral,0,0,1,no_resubmission,male,Mixed,South Africa,27,5,male,1,no,54527.19185,1219,68.54,73,3.125,1.555555556,6.444444444,5.888888889,5,42,1.666667,32,11,14,7,phone,3.575,4.1,2.6,1.7355,NA,NA
